"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000018417.14",300.433497015627,1.22505533378424,0.214224459478136,5.71855957423607,1.07430851826783e-08,1.40154289293221e-06,"Myo1b"
"ENSMUSG00000057751.14",32.8574119657103,5.57882054271836,0.977143754034594,5.70931402844628,1.13432427418279e-08,1.46518757237511e-06,"Megf6"
"ENSMUSG00000058056.16",748.308989462179,1.48996790413724,0.261114158678969,5.70619345835283,1.15530683203032e-08,1.47766009124192e-06,"Palld"
"ENSMUSG00000019806.13",23.99620793403,3.77058763314651,0.66294955145451,5.68759361081677,1.28841980177999e-08,1.63191502272055e-06,"Aig1"
"ENSMUSG00000002808.7",201.201253420718,1.31270813524903,0.231767186429642,5.6639084914099,1.47963334978833e-08,1.85608621935948e-06,"Epdr1"
"ENSMUSG00000000957.11",2512.36238629688,1.35212868839319,0.239135837283281,5.65422859139031,1.56547752271086e-08,1.94506854869389e-06,"Mmp14"
"ENSMUSG00000026360.9",154.076550316446,2.24528163511713,0.398266496848541,5.63763623825732,1.72400200871616e-08,2.12182360431235e-06,"Rgs2"
"ENSMUSG00000051855.15",34.4551072652881,4.46473196124491,0.794892059526758,5.61677765897297,1.94551506887741e-08,2.37207379332474e-06,"Mest"
"ENSMUSG00000042460.5",235.648433512106,-1.42824800791868,0.254896221376283,-5.60325296392007,2.10365859355877e-08,2.54114166773775e-06,"C1galt1"
"ENSMUSG00000048040.8",210.096536167394,-1.858390972017,0.332814246874906,-5.58386844754126,2.35226662438456e-08,2.81538260382762e-06,"Arxes2"
"ENSMUSG00000034459.8",193.508140018026,-1.80478276154658,0.323406020022148,-5.58054782475287,2.39762213866438e-08,2.84357985645595e-06,"Ifit1"
"ENSMUSG00000042834.15",108.396353773227,2.8373214465481,0.510745737261554,5.5552523291939,2.77211015766223e-08,3.25810352404157e-06,"Nrep"
"ENSMUSG00000019822.12",105.958845787424,1.42452894622754,0.25660381939669,5.551472108158,2.8327391788284e-08,3.29963529705315e-06,"Smpd2"
"ENSMUSG00000052062.14",35.012205282068,2.33968955003665,0.422327259802082,5.53999178535885,3.02485835404549e-08,3.49223912273252e-06,"Pard3b"
"ENSMUSG00000024084.8",43.5273795767138,2.16596884161783,0.39206289469711,5.52454432927443,3.30341826011715e-08,3.78038549311301e-06,"Qpct"
"ENSMUSG00000005803.14",379.021123297018,-1.02226341826171,0.185670071657578,-5.50580612769415,3.67482772194659e-08,4.16885238787089e-06,"Sqor"
"ENSMUSG00000028776.14",527.42866330942,-1.98201719549886,0.362272232082581,-5.47107125518539,4.47323388260478e-08,5.0308456234881e-06,"Tinagl1"
"ENSMUSG00000082450.1",18.175299178691,-4.77685589638032,0.873406157594873,-5.46922626414096,4.52004422596908e-08,5.04004247623869e-06,"Mageb7-ps"
"ENSMUSG00000022537.18",94.7746504372884,2.84106002699887,0.51972547456139,5.46646290408704,4.59104450008058e-08,5.07582767356366e-06,"Tmem44"
"ENSMUSG00000034675.17",224.163164690296,1.21651961461249,0.222645293254468,5.46393591721738,4.65691708901419e-08,5.1008530582391e-06,"Dbn1"
"ENSMUSG00000046191.7",102.659893969449,1.58963026016305,0.291002031482231,5.46260880745815,4.69187771722131e-08,5.1008530582391e-06,"Pcdhb20"
"ENSMUSG00000024598.9",95.6903312857876,2.10105316363972,0.3862310469242,5.43988677340085,5.33144442223564e-08,5.71403047961539e-06,"Fbn2"
"ENSMUSG00000054619.7",548.781248851007,-1.48715077712863,0.273399202711516,-5.43948468898001,5.34349010051417e-08,5.71403047961539e-06,"Mettl7a1"
"ENSMUSG00000024883.8",216.546706727905,-1.50828254205301,0.277433620476398,-5.43655285708721,5.43212298837196e-08,5.76158345579679e-06,"Rin1"
"ENSMUSG00000091698.8",20.3421576334851,-3.55306244263254,0.654721321020043,-5.42683173521361,5.73631589184014e-08,6.03515944556019e-06,"Gm6526"
"ENSMUSG00000067818.6",1109.7131741004,1.76882564422438,0.326720625155176,5.41387812105303,6.16741536681531e-08,6.43680807003781e-06,"Myl9"
